mal_id,title,title_english,type,episodes,status,score,scored_by,rank,popularity,members,favorites,source,rating,season,year,duration,synopsis,images_url,trailer_url,genres,studios,themes,demographics,aired_from,aired_to
9969,Gintama',Gintama Season 2,TV,51.0,Finished Airing,9.02,253777,11.0,406,603244,8530,Manga,PG-13 - Teens 13 or older,spring,2011.0,24 min per ep,"After a one-year hiatus, Shinpachi Shimura returns to Edo, only to stumble upon a shocking surprise: Gintoki and Kagura, his fellow Yorozuya members, have become completely different characters! Fleeing from the Yorozuya headquarters in confusion, Shinpachi finds that all the denizens of Edo have undergone impossibly extreme changes, in both appearance and personality. Most unbelievably, his sister Otae has married the Shinsengumi chief and shameless stalker Isao Kondou and is pregnant with their first child.

Bewildered, Shinpachi agrees to join the Shinsengumi at Otae and Kondou's request and finds even more startling transformations afoot both in and out of the ranks of the the organization. However, discovering that Vice Chief Toushirou Hijikata has remained unchanged, Shinpachi and his unlikely Shinsengumi ally set out to return the city of Edo to how they remember it.

With even more dirty jokes, tongue-in-cheek parodies, and shameless references, Gintama' follows the Yorozuya team through more of their misadventures in the vibrant, alien-filled world of Edo.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/4/50361.jpg,,"Action, Comedy, Sci-Fi",Sunrise,"Gag Humor, Historical, Parody, Samurai",Shounen,2011-04-04T00:00:00+00:00,2012-03-26T00:00:00+00:00
15417,Gintama': Enchousen,Gintama: Enchousen,TV,13.0,Finished Airing,9.02,176885,12.0,757,352756,3145,Manga,PG-13 - Teens 13 or older,fall,2012.0,24 min per ep,"While Gintoki Sakata was away, the Yorozuya found themselves a new leader: Kintoki, Gintoki's golden-haired doppelganger. In order to regain his former position, Gintoki will need the help of those around him, a troubling feat when no one can remember him! Between Kintoki and Gintoki, who will claim the throne as the main character?

In addition, Yorozuya make a trip back down to red-light district of Yoshiwara to aid an elderly courtesan in her search for her long-lost lover. Although the district is no longer in chains beneath the earth's surface, the trio soon learn of the tragic backstories of Yoshiwara's inhabitants that still haunt them. With flashback after flashback, this quest has Yorozuya witnessing everlasting love and protecting it as best they can with their hearts and souls.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1452/123686.jpg,,"Action, Comedy, Sci-Fi",Sunrise,"Gag Humor, Historical, Parody, Samurai",Shounen,2012-10-04T00:00:00+00:00,2013-03-28T00:00:00+00:00
820,Ginga Eiyuu Densetsu,Legend of the Galactic Heroes,OVA,110.0,Finished Airing,9.02,86128,9.0,753,354800,17516,Novel,R - 17+ (violence & profanity),,,26 min per ep,"The 150-year-long stalemate between the two interstellar superpowers, the Galactic Empire and the Free Planets Alliance, comes to an end when a new generation of leaders arises: the idealistic military genius Reinhard von Lohengramm, and the FPA's reserved historian, Yang Wenli.

While Reinhard climbs the ranks of the Empire with the aid of his childhood friend, Siegfried Kircheis, he must fight not only the war, but also the remnants of the crumbling Goldenbaum Dynasty in order to free his sister from the Kaiser and unify humanity under one genuine ruler. Meanwhile, on the other side of the galaxy, Yang—a strong supporter of democratic ideals—has to stand firm in his beliefs, despite the struggles of the FPA, and show his pupil, Julian Mintz, that autocracy is not the solution.

As ideologies clash amidst the war's many casualties, the two strategic masterminds must ask themselves what the real reason behind their battle is.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1976/142016.jpg,https://www.youtube-nocookie.com/embed/Ou37P25tjJY?enablejsapi=1&wmode=opaque&autoplay=1,"Drama, Sci-Fi","K-Factory, Kitty Film Mitaka Studio","Adult Cast, Military, Space",,1988-01-08T00:00:00+00:00,1997-03-17T00:00:00+00:00
41467,Bleach: Sennen Kessen-hen,Bleach: Thousand-Year Blood War,TV,13.0,Finished Airing,8.99,362598,14.0,351,675113,22813,Manga,R - 17+ (violence & profanity),fall,2022.0,24 min per ep,"Substitute Soul Reaper Ichigo Kurosaki spends his days fighting against Hollows, dangerous evil spirits that threaten Karakura Town. Ichigo carries out his quest with his closest allies: Orihime Inoue, his childhood friend with a talent for healing; Yasutora Sado, his high school classmate with superhuman strength; and Uryuu Ishida, Ichigo's Quincy rival.

Ichigo's vigilante routine is disrupted by the sudden appearance of Asguiaro Ebern, a dangerous Arrancar who heralds the return of Yhwach, an ancient Quincy king. Yhwach seeks to reignite the historic blood feud between Soul Reaper and Quincy, and he sets his sights on erasing both the human world and the Soul Society for good.

Yhwach launches a two-pronged invasion into both the Soul Society and Hueco Mundo, the home of Hollows and Arrancar. In retaliation, Ichigo and his friends must fight alongside old allies and enemies alike to end Yhwach's campaign of carnage before the world itself comes to an end.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1908/135431.jpg,https://www.youtube-nocookie.com/embed/e8YBesRKq_U?enablejsapi=1&wmode=opaque&autoplay=1,"Action, Adventure, Supernatural",Studio Pierrot,,Shounen,2022-10-11T00:00:00+00:00,2022-12-27T00:00:00+00:00
34096,Gintama.,Gintama Season 5,TV,12.0,Finished Airing,8.98,157598,15.0,785,342918,2810,Manga,PG-13 - Teens 13 or older,winter,2017.0,24 min per ep,"After joining the resistance against the bakufu, Gintoki and the gang are in hiding, along with Katsura and his Joui rebels. The Yorozuya is soon approached by Nobume Imai and two members of the Kiheitai, who explain that the Harusame pirates have turned against 7th Division Captain Kamui and their former ally Takasugi. The Kiheitai present Gintoki with a job: find Takasugi, who has been missing since his ship was ambushed in a Harusame raid. Nobume also makes a stunning revelation regarding the Tendoushuu, a secret organization pulling the strings of numerous factions, and their leader Utsuro, the shadowy figure with an uncanny resemblance to Gintoki's former teacher.

Hitching a ride on Sakamoto's space ship, the Yorozuya and Katsura set out for Rakuyou, Kagura's home planet, where the various factions have gathered and tensions are brewing. Long-held grudges, political infighting, and the Tendoushuu's sinister overarching plan finally culminate into a massive, decisive battle on Rakuyou.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/3/83528.jpg,https://www.youtube-nocookie.com/embed/LOdAAEJiebM?enablejsapi=1&wmode=opaque&autoplay=1,"Action, Comedy, Sci-Fi",Bandai Namco Pictures,"Gag Humor, Historical, Parody, Samurai",Shounen,2017-01-09T00:00:00+00:00,2017-03-27T00:00:00+00:00
43608,Kaguya-sama wa Kokurasetai: Ultra Romantic,Kaguya-sama: Love is War -Ultra Romantic-,TV,13.0,Finished Airing,8.96,612917,16.0,165,1075429,32816,Manga,PG-13 - Teens 13 or older,spring,2022.0,23 min per ep,"The elite members of Shuchiin Academy's student council continue their competitive day-to-day antics. Council president Miyuki Shirogane clashes daily against vice-president Kaguya Shinomiya, each fighting tooth and nail to trick the other into confessing their romantic love. Kaguya struggles within the strict confines of her wealthy, uptight family, rebelling against her cold default demeanor as she warms to Shirogane and the rest of her friends.

Meanwhile, council treasurer Yuu Ishigami suffers under the weight of his hopeless crush on Tsubame Koyasu, a popular upperclassman who helps to instill a new confidence in him. Miko Iino, the newest student council member, grows closer to the rule-breaking Ishigami while striving to overcome her own authoritarian moral code.

As love further blooms at Shuchiin Academy, the student council officers drag their outsider friends into increasingly comedic conflicts.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1160/122627.jpg,https://www.youtube-nocookie.com/embed/vFN5K-iAyV0?enablejsapi=1&wmode=opaque&autoplay=1,"Comedy, Romance",A-1 Pictures,School,Seinen,2022-04-09T00:00:00+00:00,2022-06-25T00:00:00+00:00
42938,Fruits Basket: The Final,Fruits Basket: The Final Season,TV,13.0,Finished Airing,8.94,272918,17.0,447,548932,21192,Manga,PG-13 - Teens 13 or older,spring,2021.0,23 min per ep,"Hundreds of years ago, the Chinese zodiac spirits and their god swore to stay together eternally. United by this promise, the possessed members of the Souma family shall always return to each other under any circumstances. Yet, when these bonds shackle them from freedom, it becomes an undesirable burden—a curse. As head of the clan, Akito is convinced that he shares a special connection with the other Soumas. While he desperately clings to this fantasy, the rest of the family remains isolated and suppressed by the fear of punishment.

Tooru Honda, who has grown attached to the Soumas, is determined to break the chains that bind them. Her companionship with the family and her friends encourages her to move forward with lifting the curse. However, due to confounding revelations, she struggles to find the tenacity to continue her endeavors. With time slowly withering away, Tooru contends with an uncertain future in hopes of reaching the tranquility that may lie beyond all this commotion.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1085/114792.jpg,https://www.youtube-nocookie.com/embed/Ip8Btv2t_6c?enablejsapi=1&wmode=opaque&autoplay=1,"Drama, Romance, Supernatural",TMS Entertainment,,Shoujo,2021-04-06T00:00:00+00:00,2021-06-29T00:00:00+00:00
4181,Clannad: After Story,Clannad: After Story,TV,24.0,Finished Airing,8.93,692131,18.0,124,1267758,73097,Visual novel,PG-13 - Teens 13 or older,fall,2008.0,24 min per ep,"Tomoya Okazaki and Nagisa Furukawa have graduated from high school, and together, they experience the emotional rollercoaster of growing up. Unable to decide on a course for his future, Tomoya learns the value of a strong work ethic and discovers the strength of Nagisa's support. Through the couple's dedication and unity of purpose, they push forward to confront their personal problems, deepen their old relationships, and create new bonds.

Time also moves on in the Illusionary World. As the plains grow cold with the approach of winter, the Illusionary Girl and the Garbage Doll are presented with a difficult situation that reveals the World's true purpose.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1299/110774.jpg,https://www.youtube-nocookie.com/embed/WiTwXIAcm5Q?enablejsapi=1&wmode=opaque&autoplay=1,"Drama, Romance",Kyoto Animation,,,2008-10-03T00:00:00+00:00,2009-03-27T00:00:00+00:00
918,Gintama,Gintama,TV,201.0,Finished Airing,8.93,418826,19.0,146,1137623,61343,Manga,PG-13 - Teens 13 or older,spring,2006.0,24 min per ep,"Edo is a city that was home to the vigor and ambition of samurai across the country. However, following feudal Japan's surrender to powerful aliens known as the ""Amanto,"" those aspirations now seem unachievable. With the once-influential shogunate rebuilt as a puppet government, a new law is passed that promptly prohibits all swords in public. 

Enter Gintoki Sakata, an eccentric silver-haired man who always carries around a wooden sword and maintains his stature as a samurai despite the ban. As the founder of Yorozuya, a small business for odd jobs, Gintoki often embarks on endeavors to help other people—though usually in rather strange and unforeseen ways. 

Assisted by Shinpachi Shimura, a boy with glasses supposedly learning the way of the samurai; Kagura, a tomboyish girl with superhuman strength and an endless appetite; and Sadaharu, their giant pet dog who loves biting on people's heads, the Yorozuya encounter anything from alien royalty to scuffles with local gangs in the ever-changing world of Edo.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/10/73274.jpg,,"Action, Comedy, Sci-Fi",Sunrise,"Gag Humor, Historical, Parody, Samurai",Shounen,2006-04-04T00:00:00+00:00,2010-03-25T00:00:00+00:00
28851,Koe no Katachi,A Silent Voice,Movie,1.0,Finished Airing,8.93,1759008,20.0,19,2554965,94533,Manga,PG-13 - Teens 13 or older,,,2 hr 10 min,"As a wild youth, elementary school student Shouya Ishida sought to beat boredom in the cruelest ways. When the deaf Shouko Nishimiya transfers into his class, Shouya and the rest of his class thoughtlessly bully her for fun. However, when her mother notifies the school, he is singled out and blamed for everything done to her. With Shouko transferring out of the school, Shouya is left at the mercy of his classmates. He is heartlessly ostracized all throughout elementary and middle school, while teachers turn a blind eye.

Now in his third year of high school, Shouya is still plagued by his wrongdoings as a young boy. Sincerely regretting his past actions, he sets out on a journey of redemption: to meet Shouko once more and make amends.

Koe no Katachi tells the heartwarming tale of Shouya's reunion with Shouko and his honest attempts to redeem himself, all while being continually haunted by the shadows of his past.
 
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1122/96435.jpg,https://www.youtube-nocookie.com/embed/XBNWo25izJ8?enablejsapi=1&wmode=opaque&autoplay=1,"Award Winning, Drama",Kyoto Animation,,Shounen,2016-09-17T00:00:00+00:00,
58514,Kusuriya no Hitorigoto 2nd Season,The Apothecary Diaries Season 2,TV,24.0,Finished Airing,8.91,216001,21.0,585,438610,6655,Light novel,PG-13 - Teens 13 or older,winter,2025.0,24 min per ep,"Using her wit and vast knowledge of medicines and poisons alike, Maomao played a pivotal role in solving a series of mysteries and conspiracies that plagued the imperial court. Having recently come to terms with the secrets of her parents, she returns to fulfill her normal duties on behalf of the emperor's highest-ranking consorts. Maomao also works alongside the eunuch Jinshi to better the consorts' many ladies-in-waiting, including helping them learn to read.

However, with the arrival of a merchant caravan comes a new wave of intrigue. A pattern of strange coincidences involving the visitors and their wares unsettles Maomao, driving her to investigate the puzzling circumstances behind the convoy. As dangers from both outside and within threaten the balance between the imperial concubines, Maomao continues to utilize her cunning and medical expertise to keep the women safe from harm.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1025/147458.jpg,https://www.youtube-nocookie.com/embed/3BYutu3Pf_0?enablejsapi=1&wmode=opaque&autoplay=1,"Drama, Mystery","OLM, TOHO animation STUDIO","Historical, Medical",,2025-01-10T00:00:00+00:00,2025-07-04T00:00:00+00:00
2904,Code Geass: Hangyaku no Lelouch R2,Code Geass: Lelouch of the Rebellion R2,TV,25.0,Finished Airing,8.91,1276168,22.0,47,1918901,80174,Original,R - 17+ (violence & profanity),spring,2008.0,24 min per ep,"One year has passed since the Black Rebellion, a failed uprising against the Holy Britannian Empire led by the masked vigilante Zero, who is now missing. At a loss without their revolutionary leader, Area 11's resistance group—the Black Knights—find themselves too powerless to combat the brutality inflicted upon the Elevens by Britannia, which has increased significantly in order to crush any hope of a future revolt. 

Lelouch Lamperouge, having lost all memory of his double life, is living peacefully alongside his friends as a high school student at Ashford Academy. His former partner C.C., unable to accept this turn of events, takes it upon herself to remind him of his past purpose, hoping that the mastermind Zero will rise once again to finish what he started.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1088/135089.jpg,,"Award Winning, Drama, Sci-Fi",Sunrise,"Mecha, Military, Super Power",,2008-04-06T00:00:00+00:00,2008-09-28T00:00:00+00:00
35180,3-gatsu no Lion 2nd Season,March Comes In Like a Lion 2nd Season,TV,22.0,Finished Airing,8.9,212460,23.0,601,432289,15363,Manga,PG-13 - Teens 13 or older,fall,2017.0,25 min per ep,"Now in his second year of high school, Rei Kiriyama continues pushing through his struggles in the professional shogi world as well as his personal life. Surrounded by vibrant personalities at the shogi hall, the school club, and in the local community, his solitary shell slowly begins to crack. Among them are the three Kawamoto sisters—Akari, Hinata, and Momo—who forge an affectionate and familial bond with Rei. Through these ties, he realizes that everyone is burdened by their own emotional hardships and begins learning how to rely on others while supporting them in return. 

Nonetheless, the life of a professional is not easy. Between tournaments, championships, and title matches, the pressure mounts as Rei advances through the ranks and encounters incredibly skilled opponents. As he manages his relationships with those who have grown close to him, the shogi player continues to search for the reason he plays the game that defines his career.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/3/88469.jpg,https://www.youtube-nocookie.com/embed/OfSaJb5OOPA?enablejsapi=1&wmode=opaque&autoplay=1,Drama,Shaft,"Childcare, Strategy Game",Seinen,2017-10-14T00:00:00+00:00,2018-03-31T00:00:00+00:00
15335,Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,Gintama: The Movie: The Final Chapter: Be Forever Yorozuya,Movie,1.0,Finished Airing,8.89,143174,24.0,1060,259139,2152,Manga,PG-13 - Teens 13 or older,,,1 hr 50 min,"When Gintoki apprehends a movie pirate at a premiere, he checks the camera's footage and finds himself transported to a bleak, post-apocalyptic version of Edo, where a mysterious epidemic called the ""White Plague"" has ravished the world's population. It turns out that the movie pirate wasn't a pirate after all—it was an android time machine, and Gintoki has been hurtled five years into the future! Shinpachi and Kagura, his Yorozuya cohorts, have had a falling out and are now battle-hardened solo vigilantes and he himself has been missing for years, disappearing without a trace after scribbling a strange message in his journal.

Setting out in the disguise given to him by the android time machine, Gintoki haphazardly reunites the Yorozuya team to investigate the White Plague, and soon discovers that the key to saving the future lies in the darkness of his own past. Determined to confront a powerful foe, he makes an important discovery—with a ragtag band of friends and allies at his side, he doesn't have to fight alone.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/10/51723.jpg,https://www.youtube-nocookie.com/embed/UhJM5rVqaF8?enablejsapi=1&wmode=opaque&autoplay=1,"Action, Comedy, Sci-Fi",Sunrise,"Gag Humor, Historical, Parody, Samurai, Time Travel",Shounen,2013-07-06T00:00:00+00:00,
